hidden_size,output_size,num_layers,learning_rate,batch_size,num_simulations,mse,posterior_mean,posterior_std,squared_errors
128,16,2,0.001,64,1000,0.04211069643497467,"[-1.0454442501068115, -1.0364433526992798, -1.0284980535507202, -36.35610580444336, 0.003496551187708974, -0.08724375069141388, -0.7552121877670288, -1.0378528833389282]","[0.4746036231517792, 0.4694587290287018, 0.5341764092445374, 1.0105600357055664, 0.4555616080760956, 0.21715088188648224, 0.33361777663230896, 0.4486435055732727]","[0.10429297387599945, 0.0846557542681694, 0.027988646179437637, 0.005447437986731529, 0.01090008020401001, 0.03703460097312927, 0.06513325870037079, 0.0014328408287838101]"
128,16,2,0.001,128,1000,0.04223215579986572,"[-1.044451355934143, -1.0271410942077637, -1.0592466592788696, -36.2403450012207, 0.005392265040427446, -0.07497663795948029, -0.7403346300125122, -1.0483152866363525]","[0.4731166362762451, 0.4703845679759979, 0.4645848870277405, 1.0482746362686157, 0.45766550302505493, 0.21887342631816864, 0.3314506709575653, 0.445688396692276]","[0.10365265607833862, 0.09015539288520813, 0.039222490042448044, 0.001760141458362341, 0.010507835075259209, 0.03246362507343292, 0.05776073411107063, 0.0023343670181930065]"
128,16,2,0.001,256,1000,0.16556409001350403,"[-1.023637294769287, -1.0089335441589355, -0.9719113111495972, -37.29314041137695, -0.0014479964738711715, -0.0633426383137703, -0.7342601418495178, -1.055764079093933]","[0.4731210470199585, 0.46593862771987915, 0.4570326507091522, 1.9794652462005615, 0.45596396923065186, 0.21159107983112335, 0.3207261562347412, 0.438291072845459]","[0.09068365395069122, 0.10142086446285248, 0.012256999500095844, 1.0218002796173096, 0.011956985108554363, 0.028406621888279915, 0.054877813905477524, 0.0031096325255930424]"
128,32,1,0.0001,64,1000,0.1616176813840866,"[-0.9939620494842529, -1.005283236503601, -1.013427972793579, -35.27565002441406, 0.0034225694835186005, -0.011680607683956623, -0.73302161693573, -1.0099636316299438]","[0.47167515754699707, 0.47279036045074463, 0.46881550550460815, 7.095719814300537, 0.46684959530830383, 0.46230950951576233, 0.3498672842979431, 0.46129921078681946]","[0.07369162887334824, 0.10375919193029404, 0.023173363879323006, 1.013342261314392, 0.010915534570813179, 0.013661077246069908, 0.05429907515645027, 9.927395876729861e-05]"
128,32,1,0.0001,128,1000,0.1606709361076355,"[-0.9932493567466736, -1.0064212083816528, -1.0016067028045654, -35.2777214050293, 0.0005816927878186107, -0.009400878101587296, -0.7353082895278931, -1.011137843132019]","[0.4697663486003876, 0.47203806042671204, 0.4659762382507324, 7.0272932052612305, 0.46857714653015137, 0.46314284205436707, 0.3494285047054291, 0.463777095079422]","[0.07330519706010818, 0.10302736610174179, 0.019714049994945526, 1.009176254272461, 0.011517220176756382, 0.01313336193561554, 0.055369991809129715, 0.00012405155575834215]"
128,32,1,0.0001,256,1000,0.16770125925540924,"[-0.9906540513038635, -1.0030059814453125, -1.0039961338043213, -35.24977493286133, 0.011017085053026676, -0.010128858499228954, -0.734950065612793, -1.0093053579330444]","[0.4702838361263275, 0.47087088227272034, 0.4640524685382843, 7.07717227935791, 0.4662472605705261, 0.4625782370567322, 0.3492428958415985, 0.4638553857803345]","[0.07190658152103424, 0.10523145645856857, 0.020390743389725685, 1.0661060810089111, 0.009386299178004265, 0.013300744816660881, 0.05520153418183327, 8.658968727104366e-05]"
128,32,1,0.0005,64,1000,0.14271821081638336,"[-0.997390866279602, -1.013752818107605, -1.0002152919769287, -35.35095977783203, 0.00030433060601353645, -0.04257280379533768, -0.7182722091674805, -1.005638599395752]","[0.471758633852005, 0.46979740262031555, 0.4627966582775116, 6.9723968505859375, 0.46058908104896545, 0.21505515277385712, 0.33037856221199036, 0.4578615128993988]","[0.07556497305631638, 0.09837453812360764, 0.0193252582103014, 0.8673928380012512, 0.011576827615499496, 0.02183680236339569, 0.04764275625348091, 3.1793802918400615e-05]"
128,32,1,0.0005,128,1000,0.16066646575927734,"[-1.0030087232589722, -1.0084818601608276, -0.999915361404419, -35.278995513916016, 0.020910395309329033, -0.05051179602742195, -0.7173539996147156, -1.004652500152588]","[0.4692646265029907, 0.46947962045669556, 0.46386685967445374, 6.970262050628662, 0.4620991349220276, 0.21759666502475739, 0.3272038996219635, 0.467555433511734]","[0.07868512719869614, 0.10170876234769821, 0.01924195885658264, 1.0066180229187012, 0.007567191030830145, 0.02424616552889347, 0.04724276065826416, 2.164575744245667e-05]"
128,32,1,0.0005,256,1000,0.15391291677951813,"[-0.9870203733444214, -1.0115721225738525, -1.0125465393066406, -35.300193786621094, 0.019019795581698418, -0.04587284103035927, -0.7082063555717468, -1.0087248086929321]","[0.47108492255210876, 0.4690331518650055, 0.46817338466644287, 6.914510250091553, 0.4630383551120758, 0.21824780106544495, 0.3271864354610443, 0.45970219373703003]","[0.06997101753950119, 0.09974722564220428, 0.022905781865119934, 0.9645307064056396, 0.007899690419435501, 0.02282300405204296, 0.04334988817572594, 7.612228364450857e-05]"
128,32,1,0.001,64,1000,0.13829755783081055,"[-0.9935875535011292, -1.0057504177093506, -1.0073721408843994, -35.38960266113281, 0.03197759389877319, -0.07568438351154327, -0.7686879634857178, -1.0219969749450684]","[0.47511568665504456, 0.47352662682533264, 0.46549543738365173, 7.018871784210205, 0.45807525515556335, 0.22671766579151154, 0.33432629704475403, 0.46383729577064514]","[0.07348844408988953, 0.10345843434333801, 0.02136630192399025, 0.7969068288803101, 0.005764211993664503, 0.03271916136145592, 0.0721932202577591, 0.00048386689741164446]"
128,32,1,0.001,128,1000,0.15143956243991852,"[-1.0066044330596924, -1.0052858591079712, -0.977881669998169, -35.32076644897461, -0.0001231063943123445, -0.054389599710702896, -0.7268025279045105, -1.01751708984375]","[0.4716474413871765, 0.4653516113758087, 0.4642254412174225, 6.969857215881348, 0.46833091974258423, 0.2239140272140503, 0.32873106002807617, 0.461081326007843]","[0.08071531355381012, 0.10375750064849854, 0.013614618219435215, 0.9245449304580688, 0.011668991297483444, 0.025468841195106506, 0.05143938586115837, 0.0003068484365940094]"
128,32,1,0.001,256,1000,0.1755477488040924,"[-0.9921535849571228, -1.012851595878601, -1.0002425909042358, -35.21767044067383, -0.0018378723179921508, -0.03173617646098137, -0.7212576270103455, -1.0145763158798218]","[0.4700692892074585, 0.4667017161846161, 0.45872053503990173, 6.956329345703125, 0.4581415057182312, 0.21748483180999756, 0.3284819722175598, 0.4555879533290863]","[0.07271303981542587, 0.09894067794084549, 0.019332848489284515, 1.1334340572357178, 0.012042400427162647, 0.018751515075564384, 0.04895493760704994, 0.0002124689781339839]"
128,32,2,0.0001,64,1000,0.10677483677864075,"[-0.9965008497238159, -1.006097674369812, -0.9952929615974426, -35.52140808105469, 0.0044745951890945435, -0.03590809926390648, -0.7194201350212097, -1.0140597820281982]","[0.46726030111312866, 0.46694695949554443, 0.4630011022090912, 6.952010154724121, 0.4668494760990143, 0.18864944577217102, 0.32274696230888367, 0.45981186628341675]","[0.07507645338773727, 0.10323516279459, 0.01798092946410179, 0.5789550542831421, 0.010696814395487309, 0.019911494106054306, 0.048145197331905365, 0.000197677465621382]"
128,32,2,0.0001,128,1000,0.12911301851272583,"[-0.9936882257461548, -0.9940648674964905, -1.0019102096557617, -35.4176139831543, -0.0008041115361265838, -0.04332203045487404, -0.7163201570510864, -1.0099717378616333]","[0.46786561608314514, 0.46866533160209656, 0.46390512585639954, 7.000649929046631, 0.4666735529899597, 0.20059160888195038, 0.3243274986743927, 0.46196621656417847]","[0.07354304194450378, 0.11111228913068771, 0.0197993703186512, 0.7476802468299866, 0.011816584505140781, 0.022058794274926186, 0.04679441079497337, 9.943555778590962e-05]"
128,32,2,0.0001,256,1000,0.12977035343647003,"[-0.996218204498291, -0.9973861575126648, -0.9937003254890442, -35.4167594909668, -0.006129061337560415, -0.06161561608314514, -0.7157965898513794, -1.0147918462753296]","[0.46748799085617065, 0.46833136677742004, 0.46574869751930237, 6.964836120605469, 0.4644013047218323, 0.19176563620567322, 0.3221612870693207, 0.45941439270973206]","[0.0749216377735138, 0.10890911519527435, 0.017556343227624893, 0.7491587400436401, 0.013002627529203892, 0.027827447280287743, 0.046568166464567184, 0.000218798712012358]"
128,32,2,0.0005,64,1000,0.15385206043720245,"[-1.0035688877105713, -1.0130419731140137, -0.9871987700462341, -35.30595397949219, -0.006886664312332869, -0.013669670559465885, -0.7377417087554932, -0.9934209585189819]","[0.46971842646598816, 0.46771344542503357, 0.4623997211456299, 7.021495819091797, 0.4716101586818695, 0.20503102242946625, 0.3349032402038574, 0.4622117280960083]","[0.07899970561265945, 0.09882094711065292, 0.015875697135925293, 0.9532496929168701, 0.013175977393984795, 0.014129998162388802, 0.05652112141251564, 4.328378781792708e-05]"
128,32,2,0.0005,128,1000,0.13282249867916107,"[-1.003692388534546, -1.0073871612548828, -0.9701114296913147, -35.392059326171875, 0.01115386188030243, -0.029145389795303345, -0.7218837738037109, -1.0085599422454834]","[0.4714973270893097, 0.47082212567329407, 0.4659443795681, 7.052978038787842, 0.46571144461631775, 0.20772108435630798, 0.32938268780708313, 0.46016597747802734]","[0.07906914502382278, 0.10240820050239563, 0.011861705221235752, 0.7925267219543457, 0.009359815157949924, 0.018048681318759918, 0.04923240840435028, 7.327261118916795e-05]"
128,32,2,0.0005,256,1000,0.10986227542161942,"[-0.9973114132881165, -1.010604977607727, -1.0007290840148926, -35.50416946411133, 0.018979815766215324, -0.03264201804995537, -0.7248619794845581, -1.0243666172027588]","[0.46789056062698364, 0.4697072505950928, 0.4627874195575714, 6.93597936630249, 0.47017890214920044, 0.194343701004982, 0.3257063627243042, 0.4589565098285675]","[0.07552129775285721, 0.10035906732082367, 0.01946837268769741, 0.6054856181144714, 0.007906799204647541, 0.019000420346856117, 0.05056291073560715, 0.0005937320529483259]"
128,32,2,0.001,64,1000,0.1697845607995987,"[-0.9915237426757812, -1.0361268520355225, -1.009166955947876, -35.24235153198242, 0.01889674924314022, -0.06392906606197357, -0.7464963793754578, -1.0197720527648926]","[0.4725262522697449, 0.47058773040771484, 0.45370402932167053, 7.001664161682129, 0.46929284930229187, 0.1979406625032425, 0.31944307684898376, 0.44939568638801575]","[0.07237376272678375, 0.08484002947807312, 0.02189422771334648, 1.0814908742904663, 0.007921578362584114, 0.028604643419384956, 0.060760464519262314, 0.00039093405939638615]"
128,32,2,0.001,128,1000,0.041409932076931,"[-0.9951977133750916, -1.0028475522994995, -0.9910049438476562, -36.5346794128418, 0.003398328321054578, -0.01959271728992462, -0.7090877890586853, -1.0287134647369385]","[0.46936649084091187, 0.46527981758117676, 0.46025434136390686, 1.6074638366699219, 0.4639957845211029, 0.20546332001686096, 0.32323452830314636, 0.459293395280838]","[0.07436402887105942, 0.10533427447080612, 0.016849329695105553, 0.06369584798812866, 0.010920599102973938, 0.015573222190141678, 0.043717704713344574, 0.0008244630298577249]"
128,32,2,0.001,256,1000,0.17903292179107666,"[-1.009332537651062, -1.0040814876556396, -1.0005557537078857, -35.22420120239258, 0.0038871881552040577, -0.04420270025730133, -0.7665300965309143, -1.0478157997131348]","[0.46749988198280334, 0.4666811525821686, 0.4572138488292694, 6.81274938583374, 0.4609980583190918, 0.1831732541322708, 0.3111896216869354, 0.44665536284446716]","[0.08227288722991943, 0.10453484207391739, 0.01942003332078457, 1.1195710897445679, 0.0108186649158597, 0.022321168333292007, 0.07103829085826874, 0.0022863505873829126]"
