m,k,b
12.784174,5.8667765,2.385054
8.659258,5.7234097,2.4994595
13.234497,4.2380443,1.6412354
9.639107,2.7772362,2.2393198
5.2247977,4.1129313,1.458751
11.727199,3.8890655,2.870425
11.457711,3.7994807,2.5626097
5.3315425,5.780935,2.4079068
8.434809,5.2504926,1.562242
11.627476,6.810796,2.4670327
10.3973055,5.533284,1.8351471
11.862479,5.727454,2.5186312
9.274026,5.880914,1.847953
6.538413,4.0067415,1.8058442
9.802949,4.9586525,1.8112266
8.719461,5.62619,1.5612435
7.669892,6.2497005,1.695488
13.938114,5.118287,1.7190228
5.768783,5.7887216,1.5769392
9.561887,6.3702574,1.8256439
13.238659,3.7412279,2.7633843
10.887949,6.205949,1.7513037
9.052537,6.232874,2.774823
8.434242,5.099546,2.8797994
12.484525,3.5045028,1.2500181
13.263846,6.663486,2.417231
12.674005,4.279218,1.88329
11.908794,2.3745973,1.4565892
5.0862017,3.9037652,2.7793171
9.26732,4.227116,1.2167801
5.0889635,2.5041997,2.526036
8.238616,6.3680058,1.6878557
8.733117,4.449071,1.5467898
8.689251,3.6379066,1.4888194
10.553729,5.346197,2.056758
10.140646,2.6382709,2.0730631
11.906593,5.545923,1.4527289
9.170267,3.7310884,1.7014416
6.896145,3.4333494,1.859386
12.984892,4.2476306,1.4310412
13.199042,5.3014092,1.0835607
12.198486,2.607544,2.0981765
13.730344,2.014035,1.2774636
9.55505,5.6923795,1.2197104
7.7391605,5.7622757,1.4652554
8.774574,6.887536,2.5572033
14.657688,4.0717206,1.9533983
11.972817,5.945737,2.086503
6.693871,6.1420393,1.2020031
14.377762,4.8565316,2.496924
11.2461,3.0999928,2.7870831
14.22586,3.2017512,1.5491124
7.820867,6.3241673,2.083778
10.71388,3.9902637,2.4202764
13.152746,3.7100942,2.6086898
12.225564,4.810376,1.7276468
12.598122,4.541007,2.0427356
11.62975,6.8318543,2.1852067
12.401368,5.4924765,1.3978761
14.2258,5.414837,2.4005704
8.048379,3.5398748,1.6013265
11.824071,4.6983743,2.0073948
7.3047657,4.628639,2.7599614
9.620811,5.3357635,1.9103335
11.176097,4.79267,1.6444887
8.023756,3.285291,2.0026472
9.945356,3.4828951,1.4252281
6.429736,3.2669888,1.9679475
10.900074,5.030079,1.1615844
6.7479115,4.9977293,1.7920824
12.3687725,2.590103,1.3650479
12.299513,3.4364028,2.262483
10.197731,5.975372,1.7380104
8.067722,5.065908,2.554337
12.379656,4.5973625,2.0146728
9.170419,5.5911665,2.3775132
9.401594,4.42069,2.4027224
10.717403,3.8730955,1.817421
10.729494,4.331319,1.6436749
5.259837,5.854632,1.9495901
10.5192995,3.4612231,2.0450332
9.51725,3.7336097,2.6520152
11.907735,5.7589626,2.1454415
6.213058,4.705325,2.5700052
10.23097,4.4831314,1.3809048
6.6444383,4.5657773,1.5540454
12.712906,3.317538,1.661404
12.792218,3.5412807,1.6147642
11.832003,2.5710478,1.5667645
11.171135,6.6928654,2.012084
7.150946,2.3201172,1.5419493
9.36358,5.2233706,2.3100886
11.279542,5.850137,1.4323112
9.88338,6.672077,1.8571465
14.021065,5.495111,1.7902315
8.009033,2.5339334,2.2122197
7.898653,4.3589106,2.2944834
10.479383,2.9101064,1.6107564
11.4942665,2.895454,2.4351685
12.479774,5.1534986,2.468718
13.906029,5.4163322,1.4535122
8.374298,4.0137935,1.5365691
10.760756,4.623633,1.8453981
6.89847,5.8522644,1.7880024
6.132284,3.263461,2.5249834
9.008332,4.991854,1.7939076
10.5839405,6.470229,1.5545794
8.546247,5.296699,1.865815
7.5988975,4.2127404,2.456367
9.763739,4.3154807,2.5283196
5.062483,4.429787,1.2166759
10.851382,6.6276326,1.1528612
8.7633505,3.317378,2.3740373
6.4381504,3.456326,2.1313837
11.706916,5.1898007,1.3900799
8.750487,6.3474817,1.6186085
8.637347,6.850077,2.5685487
8.381278,4.5400996,1.115986
10.9110985,4.2372036,2.1099648
12.346703,4.3440356,2.177652
12.662708,5.984729,2.4152255
9.681746,6.4497576,1.9528474
10.155557,5.508568,2.5770366
6.6851087,4.0093446,2.64461
14.943511,6.8662624,1.6935986
7.93139,4.5171304,2.098648
7.7851944,5.181577,1.7063214
7.9259176,3.5542977,1.6007081
9.284347,6.5580006,2.0823116
7.0670643,2.3013587,1.664511
14.451053,5.7252197,1.7165849
10.45713,5.1598024,1.7653247
7.4049582,4.7945232,1.6240472
7.293477,4.6244664,2.747888
9.807676,5.230446,2.9025867
11.569696,4.4825296,2.1761649
8.24226,5.8870916,2.9004924
11.0189495,6.795807,1.7121533
8.782082,3.7392213,1.862599
7.0047965,5.6289377,1.9893881
12.278559,6.94314,2.6578848
9.856749,3.5634253,2.5561194
11.711374,5.5147786,2.6384296
13.321031,4.664056,1.6577733
11.288808,5.194671,1.7026081
6.625465,5.282823,1.1433986
10.813741,3.278755,2.180158
9.572888,5.671603,1.3027964
8.097431,5.0012026,1.3127259
13.874973,4.201094,2.1487162
12.47927,4.421947,2.9941964
9.986741,3.2132843,2.5880504
9.879843,3.0622594,1.0797015
8.91316,3.1783056,1.7481542
12.938282,4.330628,1.9771919
9.065751,3.898109,2.2131135
9.976342,5.5218754,2.5267732
11.122683,2.5716212,1.8080702
9.187162,4.7698574,1.2731096
11.943205,6.554884,1.7187929
11.619712,4.080479,1.891352
14.008165,6.3496084,2.232517
12.6310835,4.0744348,1.6179025
11.0148945,5.2086525,2.6819973
10.986875,4.1739483,2.3236995
10.810614,4.143613,2.2392614
9.948952,4.923745,1.6649758
13.871867,5.194897,2.2636027
6.2934585,4.4273634,1.5200824
6.9297147,4.1189256,2.3281035
10.04795,5.7985334,1.8525349
10.096925,6.449113,1.8311181
10.129874,4.9680557,1.0005767
11.144,2.877559,2.0695384
10.095383,4.360186,2.032707
8.528326,4.8501525,1.4770956
10.603195,3.2935064,2.0623145
6.8464313,5.4228077,1.520617
11.013212,4.815439,1.0224751
14.842058,4.22928,1.8485476
12.82001,3.1235096,2.414583
7.3505764,3.3057249,1.0397056
11.067188,2.0913024,1.9379511
8.070057,2.5867841,1.212667
12.724227,6.896202,2.015194
6.3742228,5.5270967,1.8410529
7.8743625,6.2624846,1.5696594
9.369623,5.0979924,1.1195602
5.900237,3.8466828,1.8532542
11.828497,3.9314108,1.9617057
7.1048245,3.9579694,2.8968673
7.474987,3.2299964,1.8416764
8.290195,6.321309,2.1650906
11.3021,5.910825,1.245008
5.4838395,2.942361,2.0486495
10.025037,5.0853586,2.299933
7.507698,3.0631256,2.0139205
10.519064,4.372507,1.9411222
10.056403,2.127826,2.2094595
11.343213,4.130877,2.7773767
6.965544,6.1725173,1.8314626
9.241127,2.8567626,2.6083977
12.95975,3.9635396,1.323874
11.298627,2.9335365,1.768327
7.31164,3.9216945,1.5890853
11.950962,3.3021047,1.503275
12.987719,5.054125,2.406864
12.811656,6.7065763,2.0154638
9.004559,3.4605763,2.3209097
8.831821,5.456404,2.4459617
9.52303,3.1341393,1.5335455
13.882588,2.7250586,1.4325471
10.909465,4.493232,1.4673351
12.684997,5.6638775,1.9972442
12.899013,3.9967213,2.2884936
5.5501666,2.5452702,2.1055233
9.042238,3.0488532,1.6172181
9.81757,3.7379062,2.215254
12.371023,3.7971523,1.5429517
6.5020914,4.759149,1.7174714
7.556792,4.347229,2.2426314
6.872348,4.7827873,2.0338817
8.874928,5.915108,1.4343888
10.513403,2.9291844,2.4346468
8.814287,3.8747957,1.8568292
5.5142736,6.6428633,2.022857
10.295663,4.8415728,2.3782036
9.716747,3.897234,1.4011779
14.767505,2.6082134,1.328308
11.323016,3.310678,2.267173
11.227389,4.421231,2.7965574
6.684237,2.6318893,2.627947
12.584524,2.0247226,2.504888
12.717459,5.498054,1.9734265
8.268975,3.0533922,1.0260984
9.264545,6.342299,2.8251946
8.94243,6.4081388,1.6764961
10.243648,2.216337,2.814874
9.081078,2.4348376,1.6741695
14.1235895,6.8160787,2.1963184
9.863346,5.2755833,1.9973383
9.273294,3.8879228,2.1171744
10.568665,4.4430003,2.1357841
9.066333,2.510109,1.7958215
8.908536,4.844534,1.5424703
8.804157,4.0862226,2.4917214
13.990233,2.4666812,1.2292911
11.393749,2.9638202,1.6572385
12.158611,5.256653,1.9837081
6.6870923,6.0048933,1.8856174
12.322228,4.7999353,2.9214554
10.171577,6.0692286,1.9505917
7.2557974,4.927576,2.5409684
12.575043,5.916362,1.3207679
6.5601754,3.9790351,1.799601
6.8717027,4.8350616,2.5810783
14.136367,3.8395,1.7116485
10.572563,5.3082194,2.1017532
14.533354,2.1307354,2.1533
8.904929,4.1962748,1.5108465
14.4771385,5.205957,2.3332264
9.784397,5.679076,1.8767501
11.696391,6.349084,2.645231
12.6561365,5.47464,2.199911
12.592102,4.230675,1.3087305
8.756408,5.787841,2.8466098
6.4491687,4.7432027,1.7250444
8.477782,5.930705,1.7656102
9.318311,3.1342561,1.7545404
10.41649,4.9207993,1.9646798
7.9038677,4.0945826,1.1940275
7.840336,4.1249194,1.3647425
10.610946,2.9593472,1.9020934
7.52875,2.5316734,1.6137458
9.554551,4.090388,2.4539616
8.949383,5.494603,2.2806685
9.214225,5.522423,2.0594935
7.211545,2.449921,1.5902349
11.746065,4.3647327,1.8876146
8.463123,4.1520214,1.9155706
9.430369,5.0098333,1.0464232
7.1800923,4.7608337,2.7638311
10.736854,4.610621,2.9100366
9.197083,4.129003,2.465244
10.373589,4.0451546,1.8820846
5.2502522,2.6262405,1.9952432
6.5930586,6.3581867,1.8400985
11.618781,5.0823946,1.7764258
8.722291,5.384415,1.5846577
11.9590645,5.4426703,2.7523158
8.08377,4.575164,1.9817728
10.400936,2.2518854,1.5982788
10.721261,3.314388,1.8918437
7.294619,5.5058045,2.2471402
7.717294,4.263053,2.3718593
10.366207,4.2571874,2.3950114
12.274422,3.6062427,1.6105514
12.261997,3.5273015,1.6865717
7.2201424,5.6798267,1.9535366
10.473032,2.103647,1.8370026
11.613635,2.2197254,1.6620167
11.382784,3.5667915,1.3162236
8.800133,3.819313,2.0648897
8.242027,5.4993854,1.9565736
11.180643,3.6253207,1.9600906
12.182732,4.3571777,2.4425642
11.930623,5.6814704,1.3873997
11.8307,4.4955964,1.7828718
10.13642,5.9051533,1.7455839
6.3392253,3.520797,2.7895076
9.393959,2.2362723,1.8727275
14.815671,3.5382485,1.6009605
8.821421,5.77197,2.4305892
10.184386,4.6292396,1.9033227
5.401053,5.8405175,1.6676853
8.232105,4.7980714,2.1784394
11.246646,6.0572457,2.505978
10.854629,2.6230454,1.3244725
8.87228,5.945963,2.3801901
7.717198,3.7813377,2.124942
10.242359,2.3267105,2.6285124
11.716667,3.7288318,1.27737
12.508439,4.2455025,2.1401656
13.856393,6.601483,2.0417867
8.056172,4.9953985,1.6718984
10.875048,4.462166,2.1704829
12.545511,5.960265,2.0504432
10.989645,4.542291,1.3546637
7.7261333,6.6433444,1.077035
13.098005,6.524647,1.7041205
9.148756,3.8907325,1.9563122
9.592463,4.005569,1.599403
11.471015,6.4004784,1.8562058
13.904009,2.8928325,2.6047015
8.058191,5.9159,1.7683083
11.832384,5.4514556,2.7669184
7.3102036,5.708452,1.2428563
13.153386,5.013031,2.5664358
9.977442,5.903181,2.1421776
10.806346,3.2686565,2.5369709
11.841445,3.7293205,1.9370824
8.490845,4.6071715,1.3601248
5.9984617,6.6942825,1.5437356
10.325857,2.7369425,1.8233484
7.6877804,4.172158,2.3608322
11.718661,2.5405316,2.0976942
7.3905945,4.559145,1.707294
6.4757566,4.6097836,2.2988412
11.6184845,5.80661,1.9763361
12.429647,4.200618,2.1992674
8.164708,4.771845,2.2930071
12.208177,4.760912,1.5805465
9.09186,5.642312,2.3259263
7.88806,4.922978,2.2006667
11.709159,4.807424,1.3421681
12.716484,4.1979966,1.6122606
14.549115,3.4323637,2.226911
6.7265835,4.4586797,1.9771821
11.028338,4.723714,1.4879831
8.052633,4.8336086,2.2235444
5.7491393,2.654234,1.9765003
10.651879,4.143154,1.2046726
7.2332582,5.132863,2.0294018
10.45684,3.100366,1.9008096
13.599776,6.904875,2.0802212
10.401053,4.605471,2.1466289
13.191124,4.6856384,1.4194828
8.303833,6.702894,1.7250268
13.737654,4.662038,1.8041042
11.221047,3.2429583,1.946545
6.347439,3.9149408,2.176827
14.311929,3.4752548,1.6434789
9.624192,2.4948628,1.9877914
10.772305,3.8150766,2.0604868
12.808062,5.144707,1.3323663
9.2352,2.471175,1.6511135
10.39851,2.6642663,1.8225586
5.926813,3.6553497,2.0990427
10.342695,4.6921263,2.420659
8.426906,4.894047,2.167599
14.8845005,4.5821185,2.008978
7.879002,4.38975,1.7292012
9.860137,5.681362,1.9863801
9.058382,4.9486303,2.20763
11.353278,6.174258,2.1449432
12.996921,3.6071134,1.8097883
7.276051,6.343837,1.6063557
11.428505,2.6434312,1.7843051
7.7951155,4.2918973,1.9792722
9.240636,6.5951104,2.359403
6.13607,4.1464987,2.270191
8.708799,5.4603925,2.4193146
9.131096,3.5107265,2.280634
10.177833,5.0454226,2.629091
10.546753,4.0968857,2.4048386
12.168069,5.1080856,1.3604131
14.160701,2.179794,2.2978451
6.692301,5.745087,2.133834
9.5799675,5.059076,1.6228559
12.320223,4.095334,2.1196876
7.1208067,3.2792003,2.7402241
6.998432,3.993431,1.8884219
8.980415,3.5723698,1.6566488
8.938212,6.28165,2.4006677
10.857168,5.2702365,2.2928991
7.758219,6.01661,1.709259
10.688678,6.9273868,1.2679003
7.7699995,5.725506,2.2082884
12.051044,2.0588992,1.3039289
12.661447,3.1024354,1.4667461
6.340167,5.4226165,1.7843475
12.05625,6.5556765,2.7553208
10.243266,4.523638,1.6242555
6.890661,4.249925,1.5370286
9.384162,3.2041008,2.3582778
10.375795,4.452463,2.956533
6.9245505,5.996275,2.6342897
12.093539,4.430017,1.9039546
10.272884,3.2333047,1.1480573
8.496451,4.4501657,2.564134
12.765297,6.123508,2.0161536
7.8548274,5.195443,1.939264
10.62165,4.2950993,2.48525
8.230625,5.2455144,1.8027694
13.982776,5.3699713,2.5384023
7.854119,6.581314,1.8713835
10.223801,5.44312,1.353999
5.4413047,5.3015914,2.452858
11.060411,3.2919903,2.3275194
9.51325,5.740667,2.940944
9.654313,4.257359,1.3795793
14.041417,4.822732,1.2597975
6.741101,4.6592884,1.9780543
14.711037,5.0100193,2.5012507
11.252784,4.0294333,2.0736966
10.558441,5.670749,1.9237983
11.293694,4.001225,2.5672987
8.4102955,5.554819,1.5054773
11.166377,4.1626763,2.0881298
12.1906185,6.4703865,1.5053792
10.002261,5.7484865,2.0372796
12.460153,3.7698765,1.5168792
7.9288554,5.138074,2.8732274
5.5474606,4.320484,2.2664528
8.487008,2.07923,2.752094
6.1688385,5.3141375,1.9135484
10.666899,4.7553587,1.4825277
10.8052225,5.0367074,2.6514232
13.237901,6.679535,2.1621454
9.316844,3.6513512,1.7778201
10.520694,2.3486168,2.4985933
6.9686556,2.329947,1.912158
7.3134747,6.2061706,1.4490474
6.866821,2.7444978,1.9730821
11.26553,6.2195196,2.5306096
12.727917,3.1953013,2.4639225
13.69544,3.3743002,2.520645
8.899223,5.099289,2.1879632
9.059722,2.2254112,2.5366828
7.9943447,4.948278,1.4109639
10.566822,2.8408759,2.2605863
7.718541,4.2350745,2.0013278
6.7191,4.692141,2.0354638
8.027046,4.5064936,1.9549761
12.378511,5.943855,2.0680122
6.8416944,5.513682,1.0217196
8.343388,5.6411657,1.4908748
10.767584,4.6259108,1.7582891
9.076,6.0213923,1.9100301
5.3721786,4.8585396,1.9249816
9.796531,5.7426085,2.333111
5.8721027,5.384563,2.438839
12.18095,3.857454,2.2362483
8.709993,3.5838208,1.0387049
11.5319805,4.1967525,2.4845526
11.104075,3.7105284,2.0345623
7.9167495,3.0657072,1.8855455
7.85132,5.33954,1.0878093
11.626713,4.7334924,1.8382434
9.173648,5.6689124,1.2288065
6.3671837,3.5140145,1.3507376
10.60983,3.266875,2.5773664
7.5122027,5.0134206,1.6352205
7.621991,2.3914273,2.3607447
13.763542,2.5119321,1.5120502
8.242078,4.8748455,2.0388002
7.6445518,5.1436133,2.3437543
9.535999,3.1908529,2.0520859
8.74663,5.13046,2.209379
13.174307,6.4005885,2.0375643
7.616995,5.166175,2.1378384
12.154392,5.720337,1.8488266
10.04973,4.599612,1.3641416
8.670981,5.8983917,2.4831223
8.3308,5.086958,2.4422095
7.1805935,4.6935105,1.1728015
8.158233,3.06481,1.2380623
13.430191,6.9773054,2.3862915
8.853134,3.815668,1.6833223
7.4985847,5.592043,2.2675252
8.510902,3.102061,2.7798202
13.385094,3.6590612,1.6824889
9.041289,2.90225,1.8270127
8.817719,3.7049334,1.4075389
10.809497,5.112065,2.5625854
13.643176,5.5429764,1.8606899
11.526873,4.29143,1.968054
10.305773,5.23347,2.5109646
12.077252,4.0617247,2.4068117
8.343734,4.299512,2.0671544
11.496452,4.004085,2.2802293
9.587114,3.9676363,1.5223825
7.989969,5.017308,2.413661
6.7105894,3.1899514,2.9776757
7.1245613,6.231682,2.5871325
6.5415325,5.282952,2.0279143
13.878072,3.6979132,2.2299454
11.544864,3.942247,2.2486753
8.731426,4.834042,2.134077
14.225423,4.6747823,2.041883
6.3525085,4.032204,2.0794294
8.42355,6.446613,2.723673
12.011424,4.8276305,2.555704
9.585022,2.3600419,2.1254277
9.286284,4.9666886,1.8587462
11.10252,3.242768,1.8675691
13.075715,5.515371,2.5105555
11.336964,3.521283,2.4401152
9.8866005,5.418406,2.1677847
8.586454,4.9513307,2.4219317
8.8771305,3.2387347,1.7294393
6.4332147,4.32982,2.9640088
10.250573,5.388218,2.141433
13.479271,5.963094,1.5729389
6.729074,4.987769,2.2699318
10.895735,4.562636,2.1026857
8.691487,4.201695,1.8636979
10.698402,3.5015728,2.4639575
8.120508,5.2050667,1.7912574
12.112949,3.9413893,2.3883872
13.404213,5.229279,1.7245045
5.417046,4.741366,2.1106477
10.640837,6.7042556,2.262109
5.3802304,6.083945,2.1163702
12.59683,4.50106,2.2437801
9.337458,4.0329294,1.9174924
7.5604234,5.3405213,2.3874254
11.653782,2.6416163,1.6410697
10.696996,2.2500596,1.4751399
13.190753,4.2037325,2.1894338
8.897717,5.523613,2.0574758
12.594858,2.7586107,1.3492794
9.396133,4.9438133,1.7485412
7.9748907,3.9996846,2.4646409
11.257751,4.4830236,1.8403665
13.368773,4.4167027,2.5524454
11.047647,4.318162,2.2249165
13.121265,3.2502933,1.5926546
13.974536,4.870629,1.1270709
10.626995,4.5551014,1.6433783
7.302028,4.439406,1.5771374
9.815834,5.427763,1.2193899
5.1487355,6.29738,1.3177466
12.971933,6.5093365,1.7248455
8.258277,4.8312006,1.5359008
7.165357,6.1639285,2.292438
11.220326,3.3019605,2.4666352
7.481147,5.1227107,2.2755382
6.7217536,4.5778456,1.0648438
7.8830075,6.055319,2.0291095
12.044301,4.5095744,1.5858731
10.600625,3.3295002,1.2708504
12.378045,5.1596975,1.9568858
8.6458,6.628158,2.3721247
6.339703,6.0032625,1.9309354
10.509616,2.7811975,2.1922996
9.844769,5.372856,2.4502766
14.365252,6.8792405,1.842311
8.072192,3.0953984,2.8660624
7.032393,5.0487294,1.7886128
10.487057,6.0439982,1.725083
12.683636,4.1776423,1.6867374
12.2510195,5.9086375,1.9467325
9.629014,4.4305377,1.8803601
7.834164,5.270233,1.0765005
12.084585,3.4470696,2.6823483
10.653207,6.252507,2.4261458
8.899404,6.2323027,2.1286755
12.092844,5.5015306,2.5953958
9.514217,5.684374,2.0397065
11.055705,5.9610534,1.8875707
9.685351,3.3190174,2.829933
7.5063314,5.424728,1.3433274
9.082693,4.4023914,2.3336022
8.546489,6.551293,2.4786758
12.451406,3.2832224,2.0788004
9.361728,5.367484,2.091996
7.7147303,2.5963466,1.8965284
13.787184,4.073956,1.7434415
12.34512,4.781109,2.4260128
11.123086,4.8230143,1.6380172
9.639796,5.713259,1.6296092
12.445792,5.3230877,1.7420098
9.920528,5.0754857,2.506688
10.508071,5.420157,1.6775496
13.302995,5.1582747,1.7600071
11.100955,5.584462,2.2891283
12.166732,6.026368,2.1304219
11.903046,4.555449,2.1386914
6.401577,5.7434907,1.8062164
6.053309,5.7422357,2.5752783
10.73603,4.7643657,1.7577913
7.268544,5.501885,1.6511784
11.541266,4.0903096,2.0877733
10.177982,6.1325336,1.5285914
8.367281,2.8434484,2.0794363
14.107341,4.452891,1.9789243
7.168682,4.050554,2.2756298
10.550865,4.723069,2.6334238
10.455258,3.3895764,2.964408
8.89307,4.7160616,1.3223301
9.9597225,6.3681417,2.2093823
12.518639,6.2309794,2.477196
11.396913,3.840576,2.4006808
9.374807,2.7014284,2.5342498
10.970218,5.5022173,1.9936627
9.509588,5.1047077,2.6676369
10.73836,3.433391,1.7846458
12.216133,4.7118664,1.6379524
9.155284,3.9318104,1.8211054
10.026525,4.377904,2.4930816
11.277132,2.8082948,2.545845
10.485742,6.2037888,1.8655138
12.501514,4.0208397,2.0422657
5.59314,3.8260667,1.5967314
6.2842865,4.101866,1.2268323
9.213739,4.669551,2.1013064
11.571784,5.9426603,2.1215591
10.961424,3.1574864,1.5626222
10.515825,4.495288,2.7071779
13.644827,4.0120173,1.7617316
6.0125546,5.5410557,1.5009218
9.505289,2.5680954,1.236508
5.160173,4.005073,2.610821
11.035364,4.860976,1.8914845
8.85263,5.601348,1.5350889
9.35122,6.519836,1.8795385
7.6768503,3.9170263,1.8195053
9.384135,2.7101266,1.696946
6.7399893,3.1702244,2.1448035
10.308471,4.8298473,1.2536469
10.085071,3.1989183,1.5109853
12.339582,3.6775866,1.5688574
8.8020525,5.219072,1.8469497
10.277421,3.947807,2.0610905
7.6951694,3.9023345,2.3693213
10.404347,3.4987938,1.2936163
12.777111,2.1751392,2.3638802
14.039024,3.1697607,2.3435092
10.757741,5.0387473,1.4202691
9.411994,2.9220195,1.2072983
9.094083,5.519691,1.8458375
9.762951,3.9323003,1.6745701
10.630411,3.348735,1.7486889
7.956666,6.3219876,2.9074225
10.225259,5.203397,2.0902817
11.131382,4.555454,1.7926067
9.993051,6.9424176,2.7708273
13.4104395,4.005686,2.7511847
10.406237,3.527322,2.5845144
5.8019147,4.5814466,2.597792
9.001118,5.832145,2.0387106
10.493535,3.3812556,1.7774535
11.032312,5.789085,1.7316276
11.870917,4.819527,1.9761063
12.947482,5.739054,1.360174
10.685548,6.5128703,2.57591
9.420457,5.115049,2.0046453
9.360027,5.2505884,2.2820582
6.9226565,4.859319,2.8591697
11.453368,2.9765007,2.0287395
7.1796875,5.417599,1.9615272
10.313783,3.3188088,2.1279361
10.955293,6.2114606,1.0376203
10.778875,4.4922137,2.1803894
11.318058,2.9702826,2.3338883
12.428217,3.9084823,1.1746002
10.716228,4.1646504,2.1567702
12.860069,2.0549786,2.6271033
9.225752,6.6093473,2.0984347
9.489067,4.3059874,1.6521437
6.0224867,3.6364465,1.4544363
6.6338115,5.189696,2.7598128
8.679333,5.1919017,2.0955098
5.404608,3.6084251,2.7104847
6.5608954,5.8274064,1.644681
5.0085363,6.9184284,2.2643392
11.499658,5.779153,1.5204834
6.9890924,4.0480633,2.6339836
10.762196,5.0865583,2.6794026
5.678745,4.641784,2.1303473
11.4119835,5.2969174,2.6500642
7.5830517,5.382729,1.7458211
7.004903,2.1751604,2.9593291
9.960403,5.4667296,1.1651319
11.120895,4.4171267,1.794738
9.07692,5.5996323,1.8645768
6.953065,4.718622,1.3087258
10.55787,5.893963,1.8531406
7.361584,4.645134,2.2207823
7.4305124,6.958332,2.0696254
11.336242,4.6264157,1.881093
11.29185,4.5349307,1.870388
9.301721,4.3948493,2.9353435
9.3429785,6.4514103,2.9094236
10.391459,5.062739,1.9309833
8.941861,4.5334587,2.0746372
9.266763,5.54788,2.360273
7.712487,5.3269563,1.7348877
10.191199,3.0921743,1.1479166
13.645799,2.7718294,1.1403003
11.106192,3.8833337,2.51201
7.367572,4.0621667,1.7273592
7.7751412,4.162665,2.9305942
13.155916,3.9298491,1.6889161
13.240374,3.4318273,2.1943047
8.339258,4.6883354,1.8083552
8.865171,5.3727026,1.7616619
14.180201,2.4789639,2.9617817
11.834205,3.8503654,1.8345703
7.3300676,3.2027771,2.0328875
9.962839,4.015413,1.7903048
9.415461,3.0619848,1.4794918
14.715727,5.3895802,1.9683092
13.829737,2.7103508,1.1686038
11.180533,3.8939302,2.380867
8.849319,5.0332484,1.457695
9.625154,4.4568133,2.5210729
5.9018173,5.568542,2.4024017
6.5008945,4.4332604,1.6232896
9.547273,5.2562304,1.6109965
11.077824,3.6597958,1.534515
10.567569,5.831337,2.0109532
14.186644,2.2915764,2.6110477
13.102777,5.6042805,2.3780272
13.345642,5.5292883,1.0918326
11.655511,4.293021,1.6303748
7.99445,2.986974,2.0880377
6.634993,4.2985373,1.9778302
7.326139,5.5394225,1.6667845
8.155978,5.6338186,2.3439763
11.803607,4.3127956,1.3428615
11.180367,4.367551,2.7205508
5.8480315,3.843935,2.73125
9.336358,3.6023424,1.7567383
13.641522,4.113139,1.1993933
14.157969,2.074686,1.5499395
13.2851305,6.40233,2.6192777
13.372482,3.4575937,1.9241749
9.966208,4.069882,2.5807183
12.9814005,4.1823583,1.4270574
7.9063196,5.238949,1.812077
8.407375,6.073993,2.2224302
7.589001,5.4449935,2.1655648
9.12784,3.1383827,2.6253266
12.05339,4.143155,1.1924928
7.9144936,4.3658714,2.4302104
7.2492695,2.7496214,1.9751159
11.798243,6.4897175,2.2763443
9.056423,3.4483001,1.9259672
7.61955,5.6180935,1.4107239
7.5282745,4.588695,1.5778952
12.733861,4.849585,1.9880606
10.057097,5.528229,1.6286708
9.0643215,4.0546236,1.5508864
9.326154,4.382703,1.731383
14.535809,5.832465,1.855372
9.246136,4.1508408,2.8876011
8.48282,3.4470282,2.2966235
9.281208,3.0411794,1.7929283
5.792489,3.1468377,2.1935878
9.25347,3.2240255,2.5029716
6.4570203,2.4362004,2.0898964
9.943728,3.5138087,2.8934345
9.348043,3.159535,2.350182
13.326285,6.818265,1.574974
7.0216665,3.101408,1.4109815
10.653966,4.923691,1.1819996
10.779323,4.5615664,2.6356952
10.161327,5.140182,2.7634878
10.131368,4.895274,1.4986367
12.462447,3.2689245,2.3342924
8.6165695,4.1050234,1.7001905
8.268764,3.526036,2.1429067
6.713609,3.3892574,1.050638
10.056198,3.838384,1.3086005
11.611939,3.331045,2.4514701
9.589858,5.363837,2.2012637
12.102071,4.347523,2.2955863
10.672698,3.0621338,2.2333982
8.05003,4.7816286,2.13699
13.354803,4.1517806,1.7385738
11.196196,3.657155,1.335126
12.501365,5.4900126,1.0265211
11.960417,2.5371575,2.1652358
10.17549,4.632656,1.1520241
9.181469,5.286511,2.5093567
6.9671135,5.167425,1.9936045
10.415639,5.3700423,2.4385443
10.103015,3.7869322,2.2542384
13.788654,3.6007085,2.1535594
8.393575,3.68143,2.096065
5.074199,5.0156493,2.956951
7.615966,3.8724055,2.2265284
12.355552,3.664816,2.7099562
9.420135,3.3585572,1.9759161
12.13758,5.990645,2.1690001
8.755983,4.194956,2.6143866
7.0719805,3.073603,1.2602146
7.581706,2.835035,2.2496183
10.389036,5.896756,1.2364621
10.459356,5.8318095,1.51557
14.033543,5.9711366,2.349902
10.591128,3.7948537,2.2067225
8.569579,5.1534767,2.3243623
9.191877,5.49381,1.9278107
6.35484,4.9279766,1.6941936
10.144788,4.1429048,2.1246097
8.41161,4.598311,2.4155943
10.253232,5.055501,1.7829589
9.863319,3.34818,1.7297338
13.583472,5.6216884,2.2657628
5.088637,4.1137652,2.4656498
8.114471,3.7554295,2.2651842
10.193067,5.0086956,2.0513787
5.635441,5.698807,1.59808
7.433853,5.903091,2.9156353
9.814266,3.6790433,1.9524351
9.185584,5.1961784,2.6011517
9.901777,4.8808236,1.700784
12.400732,6.928956,2.415911
10.934508,3.391984,1.9135101
